"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","Tags","ResourceName"
"annot_uniprot_mmu_v3.rda","Annotations from genes to Uniprot keywords for MMU species",3.22,NA,"RData","https://www.ensembl.org/biomart",NA,"Mus musculus",NA,NA,"BioMart","Marta R. Hidalgo marta.hidalgo@outlook.es","data.frame","Rda","hpAnnot/v3/annot_uniprot_mmu_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","annot_uniprot_mmu_v3.rda"
"annot_uniprot_rno_v3.rda","Annotations from genes to Uniprot keywords for RNO species",3.22,NA,"RData","https://www.ensembl.org/biomart",NA,"Rattus norvegicus",NA,NA,"BioMart","Marta R. Hidalgo marta.hidalgo@outlook.es","data.frame","Rda","hpAnnot/v3/annot_uniprot_rno_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","annot_uniprot_rno_v3.rda"
"entrez_hgnc_hsa_v3.rda","Annotations from EntrezID to GeneSymbol for HSA species",3.22,NA,"RData","https://www.ensembl.org/biomart",NA,"Homo sapiens",NA,NA,"BioMart","Marta R. Hidalgo marta.hidalgo@outlook.es","data.frame","Rda","hpAnnot/v3/entrez_hgnc_hsa_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","entrez_hgnc_hsa_v3.rda"
"entrez_hgnc_mmu_v3.rda","Annotations from EntrezID to GeneSymbol for MMU species",3.22,NA,"RData","https://www.ensembl.org/biomart",NA,"Mus musculus",NA,NA,"BioMart","Marta R. Hidalgo marta.hidalgo@outlook.es","data.frame","Rda","hpAnnot/v3/entrez_hgnc_mmu_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","entrez_hgnc_mmu_v3.rda"
"entrez_hgnc_rno_v3.rda","Annotations from EntrezID to GeneSymbol for RNO species",3.22,NA,"RData","https://www.ensembl.org/biomart",NA,"Rattus norvegicus",NA,NA,"BioMart","Marta R. Hidalgo marta.hidalgo@outlook.es","data.frame","Rda","hpAnnot/v3/entrez_hgnc_rno_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","entrez_hgnc_rno_v3.rda"
"go_bp_frame_v3.rda","Annotations for GO Biological Process terms",3.22,NA,"RData","http://www.geneontology.org/",NA,NA,NA,NA,"GeneOntology","Marta R. Hidalgo marta.hidalgo@outlook.es","data.frame","Rda","hpAnnot/v3/go_bp_frame_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","go_bp_frame_v3.rda"
"go_bp_net_v3.rda","Annotations for GO Biological Process net",3.22,NA,"RData","http://www.geneontology.org/",NA,NA,NA,NA,"GeneOntology","Marta R. Hidalgo marta.hidalgo@outlook.es","igraph","Rda","hpAnnot/v3/go_bp_net_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","go_bp_net_v3.rda"
"meta_graph_info_hsa_v3.rda","Pathways topologies for HSA species",3.22,NA,"RData","http://www.genome.jp/kegg/",NA,"Homo sapiens",NA,NA,"KEGG","Marta R. Hidalgo marta.hidalgo@outlook.es","list","Rda","hpAnnot/v3/meta_graph_info_hsa_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","meta_graph_info_hsa_v3.rda"
"meta_graph_info_mmu_v3.rda","Pathways topologies for MMU species",3.22,NA,"RData","http://www.genome.jp/kegg/",NA,"Mus musculus",NA,NA,"KEGG","Marta R. Hidalgo marta.hidalgo@outlook.es","list","Rda","hpAnnot/v3/meta_graph_info_mmu_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","meta_graph_info_mmu_v3.rda"
"meta_graph_info_rno_v3.rda","Pathways topologies for RNO species",3.22,NA,"RData","http://www.genome.jp/kegg/",NA,"Rattus norvegicus",NA,NA,"KEGG","Marta R. Hidalgo marta.hidalgo@outlook.es","list","Rda","hpAnnot/v3/meta_graph_info_rno_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","meta_graph_info_rno_v3.rda"
"pmgi_hsa_genes_v3.rda","Pseudo-pathways topologies grouped by genes for HSA species",3.22,NA,"RData","http://www.genome.jp/kegg/",NA,"Homo sapiens",NA,NA,"KEGG","Marta R. Hidalgo marta.hidalgo@outlook.es","list","Rda","hpAnnot/v3/pmgi_hsa_genes_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","pmgi_hsa_genes_v3.rda"
"pmgi_hsa_GO_v3.rda","Pseudo-pathways topologies grouped by GO terms for HSA species",3.22,NA,"RData","http://www.genome.jp/kegg/",NA,"Homo sapiens",NA,NA,"KEGG","Marta R. Hidalgo marta.hidalgo@outlook.es","list","Rda","hpAnnot/v3/pmgi_hsa_GO_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","pmgi_hsa_GO_v3.rda"
"pmgi_hsa_uniprot_v3.rda","Pseudo-pathways topologies grouped by Uniprot keywords for HSA species",3.22,NA,"RData","http://www.genome.jp/kegg/",NA,"Homo sapiens",NA,NA,"KEGG","Marta R. Hidalgo marta.hidalgo@outlook.es","list","Rda","hpAnnot/v3/pmgi_hsa_uniprot_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","pmgi_hsa_uniprot_v3.rda"
"pmgi_mmu_genes_v3.rda","Pseudo-pathways topologies grouped by genes for MMU species",3.22,NA,"RData","http://www.genome.jp/kegg/",NA,"Mus musculus",NA,NA,"KEGG","Marta R. Hidalgo marta.hidalgo@outlook.es","list","Rda","hpAnnot/v3/pmgi_mmu_genes_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","pmgi_mmu_genes_v3.rda"
"pmgi_mmu_GO_v3.rda","Pseudo-pathways topologies grouped by GO terms for MMU species",3.22,NA,"RData","http://www.genome.jp/kegg/",NA,"Mus musculus",NA,NA,"KEGG","Marta R. Hidalgo marta.hidalgo@outlook.es","list","Rda","hpAnnot/v3/pmgi_mmu_GO_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","pmgi_mmu_GO_v3.rda"
"pmgi_mmu_uniprot_v3.rda","Pseudo-pathways topologies grouped by Uniprot keywords for MMU species",3.22,NA,"RData","http://www.genome.jp/kegg/",NA,"Mus musculus",NA,NA,"KEGG","Marta R. Hidalgo marta.hidalgo@outlook.es","list","Rda","hpAnnot/v3/pmgi_mmu_uniprot_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","pmgi_mmu_uniprot_v3.rda"
"pmgi_rno_genes_v3.rda","Pseudo-pathways topologies grouped by genes for RNO species",3.22,NA,"RData","http://www.genome.jp/kegg/",NA,"Rattus norvegicus",NA,NA,"KEGG","Marta R. Hidalgo marta.hidalgo@outlook.es","list","Rda","hpAnnot/v3/pmgi_rno_genes_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","pmgi_rno_genes_v3.rda"
"pmgi_rno_GO_v3.rda","Pseudo-pathways topologies grouped by GO terms for RNO species",3.22,NA,"RData","http://www.genome.jp/kegg/",NA,"Rattus norvegicus",NA,NA,"KEGG","Marta R. Hidalgo marta.hidalgo@outlook.es","list","Rda","hpAnnot/v3/pmgi_rno_GO_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","pmgi_rno_GO_v3.rda"
"pmgi_rno_uniprot_v3.rda","Pseudo-pathways topologies grouped by Uniprot keywords for RNO species",3.22,NA,"RData","http://www.genome.jp/kegg/",NA,"Rattus norvegicus",NA,NA,"KEGG","Marta R. Hidalgo marta.hidalgo@outlook.es","list","Rda","hpAnnot/v3/pmgi_rno_uniprot_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","pmgi_rno_uniprot_v3.rda"
"xref_hsa_v3.rda","XRef transformation of genes for HSA species",3.22,NA,"RData","https://www.ensembl.org/biomart",NA,"Homo sapiens",NA,NA,"BioMart","Marta R. Hidalgo marta.hidalgo@outlook.es","list","Rda","hpAnnot/v3/xref_hsa_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","xref_hsa_v3.rda"
"xref_mmu_v3.rda","XRef transformation of genes for MMU species",3.22,NA,"RData","https://www.ensembl.org/biomart",NA,"Mus musculus",NA,NA,"BioMart","Marta R. Hidalgo marta.hidalgo@outlook.es","list","Rda","hpAnnot/v3/xref_mmu_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","xref_mmu_v3.rda"
"xref_rno_v3.rda","XRef transformation of genes for RNO species",3.22,NA,"RData","https://www.ensembl.org/biomart",NA,"Rattus norvegicus",NA,NA,"BioMart","Marta R. Hidalgo marta.hidalgo@outlook.es","list","Rda","hpAnnot/v3/xref_rno_v3.rda","pathways, HiPathia, hpAnnot, Signaling, Annotation","xref_rno_v3.rda"
